track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,99,,871.7223301351085,559.6126924819282,,,,,866.3595884214778,603.0416344898657,,850.848775823278,674.5639365118357,
,112,,925.7037948681292,550.8250121765527,,911.684211298415,460.90379657268,,924.1072018568024,597.3924114364102,,,,
,119,,966.5037391430868,535.7604173673376,,997.0502485506339,456.50995641999225,,947.959476971393,586.7216567798828,,,,
,120,,972.7806536469265,537.0158002681055,,,,,947.959476971393,586.7216567798828,,889.7656457470835,633.1363007864942,
,134,,1031.320502477969,519.1260267769696,,,,,983.5226568542487,500.1081057748634,,906.9736360129815,485.1475844997722,
,138,,1044.5132950151574,501.9180365110717,,1075.6334040982342,591.3058801695258,,1001.8778464712065,477.16411875366623,,,,
,144,,1069.6379089020056,479.1636692173224,,,,,1051.653024926283,437.81802530822483,,1009.8423381534731,379.90863576618176,
,160,,1198.2953099354313,480.6146925372483,,1146.249872334626,556.4813204913053,,1203.043124638547,429.11188538866975,,,,
,163,,1218.0508839101612,481.03502389841276,,,,,1226.1613495025927,429.11188538866975,,1217.9063619298856,359.73273043028723,
