track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,181,,546.0216343699537,209.80998751928837,,,,,481.6621392565382,206.60645593078254,,415.02617591962724,268.69524442606775,
,195,,548.9339358140498,194.0003511084804,,662.5095557783341,162.16001082413402,,489.15091439849994,184.14013050489754,,,,
,196,,555.5906248291268,190.6720066009419,,,,,489.1509143984999,183.72408744145525,,434.1641568379737,194.22353606989356,
,216,,585.1208042303826,213.5086786712464,,,,,569.0792666445655,149.8628150613486,,522.754695041741,60.353389450867354,
,224,,652.7319893915069,174.82206470204696,,671.9100414157097,273.51960991304463,,631.2670947072038,119.85357244972661,,,,
,234,,779.574860772977,160.89569603405172,,,,,763.7557912243476,95.38833019514041,,701.5391576714095,59.977001108489105,
