track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,50,,571.6462869362616,483.58445280861497,,595.4941526740747,412.6818351420396,,550.7755681732513,532.997040104523,,,,
,59,,583.8901138768406,490.14364581249663,,,,,559.9584383786855,538.2443945076282,,536.6972674173103,589.218999005983,
,81,,610.1268858923668,487.5199686109439,,625.229160958338,412.6818351420395,,585.3206513270277,531.2479219701545,,,,
,87,,629.3671853704195,491.45548441327287,,,,,597.1271987340145,527.7496857014175,,537.1345469509023,570.8532585951145,
,106,,680.1595830369881,474.78317067539155,,755.1181168232274,494.1047626991343,,629.3086415303901,473.08000577022534,,545.2768397066118,452.20842129763344,
,124,,731.0955876556429,450.9812993582631,,,,,709.2829291559415,406.4347660822658,,661.4299717341983,347.004150075926,
,134,,774.8910308791592,446.6969625211799,,754.6420793968849,537.9002059226506,,761.1710086272813,397.3900549817571,,,,
,146,,828.6832600558694,440.98451340506915,,,,,821.1517243464448,395.4859052763869,,802.3370499315984,344.1479255178706,
,164,,906.2773605497079,445.74488766849475,,868.8910617191011,524.0951205587161,,905.8863862354218,396.4379801290721,,,,
,171,,936.6059171842135,446.1908958542963,,,,,937.5529674273321,396.43798012907206,,930.3413992566442,350.39204011909237,
