track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,4,,545.4407336234242,427.19231876260136,,597.581864041859,353.5466491029314,,528.7466514291439,470.2541578661074,,,,
,19,,553.9318004889042,427.19231876260136,,,,,533.5986896379895,474.4996912988474,,507.402411453418,553.9650879589774,
,40,,561.8163625782785,425.9793092103899,,642.4632174736821,370.52878283389146,,541.483251727364,473.286681746636,,,,
,53,,575.6587511196782,436.62730039608186,,,,,554.793240709479,472.75428218735146,,528.6983938248022,552.3678892811236,
,76,,613.8754147861162,445.2184532249805,,641.1347580581521,366.2462134331436,,588.8716550469744,479.0704745273184,,,,
,78,,622.706376864987,441.78419019430856,,,,,594.7589630995549,481.52351954922693,,550.2901134914963,527.1712200487882,
,103,,682.0700663951736,446.19967123374386,,747.5969120089829,382.92691958212174,,635.4795104632367,468.27707643092083,,,,
,107,,695.3165095134798,446.19967123374386,,,,,643.329254533344,456.99306933014157,,559.121075570367,467.8075305186015,
,123,,743.6514594183469,433.505643986001,,,,,707.2876225892793,394.499396725869,,654.3262799284383,340.86725804117305,
,139,,810.5392183776073,410.5587485766197,,803.7435709893841,502.543714801237,,794.6811178718167,360.81140133762835,,,,
,146,,832.9026258184924,407.204237460487,,,,,829.3443994051888,358.0159754075178,,808.0747060845242,295.02227278735836,
,169,,938.8770450896958,413.2947213266481,,904.8456031676584,497.6713277083082,,936.5369154496244,359.23407218075,,931.1024801809787,275.53272441564286,
