track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,125,,303.5362545492502,374.47345372953407,,,,,285.04160784472606,412.3394843101844,,266.15314033957554,492.0070823462034,
,144,,298.71694156625836,365.5233010468349,,313.6081590003344,291.58753878614345,,286.0743177696529,410.618301101973,,,,
,156,,316.6172469316567,373.4407438046072,,,,,291.9263406775716,408.208644610477,,245.4989418410389,483.74540294678883,
,188,,340.62718945685265,325.4208587542154,,,,,294.79319948655024,336.53717438601166,,199.9875582485034,351.5115403826502,
,189,,336.685258594507,328.287717563194,,401.04735267418215,289.7957520305318,,295.15155683767256,336.17881703488933,,,,
,211,,407.64001411672774,296.39391331330694,,,,,376.14031819131844,261.28213065032304,,318.60384146999365,201.0014529112728,
,227,,462.82704618956603,282.77633397065847,,446.5587362667177,370.7845133841776,,449.6035751713955,235.12204401839318,,,,
,236,,499.73785335516567,280.9845472150468,,,,,489.3812411459737,232.61354256053693,,451.91277608749925,157.2818560743489,
,254,,584.3101882200349,269.15875462801,,569.4753077016759,352.8666458280612,,578.2538642243107,221.50446467574477,,,,
,259,,606.8867013407414,264.5001090634198,,,,,602.622164100629,216.84581911115453,,580.5630651404146,134.7053429536423,
