track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,71,,453.770938687125,376.11243371651045,,474.800193210132,270.30408175387214,,460.5376441603793,458.6841856483086,,,,
,72,,453.770938687125,376.11243371651045,,,,,460.5376441603793,458.6841856483086,,508.6952398096154,534.2178304403228,
,141,,276.26206577671996,372.8252323663178,,266.7673077622235,264.1992792463714,,276.45436854958893,443.65697947599915,,,,
,165,,272.5052642336426,363.902828701509,,,,,227.61594848958327,424.8729717606124,,259.337537387856,508.85942002455073,
,177,,268.74846269056525,352.632424072277,,367.73134923242736,316.7945008494544,,204.1359388453498,411.2545661669569,,,,
,180,,265.9308615332572,363.90282870150907,,,,,193.80473460188705,399.0449611519555,,112.82227720783919,445.93299417800506,
,198,,304.64883963152744,340.2418420858995,,,,,252.95720114091105,281.2777777697168,,180.04098918400285,202.87013167219726,
,199,,304.64883963152744,340.2418420858995,,373.6465958863298,428.6464375777907,,256.72144901157617,275.36253111581436,,,,
,223,,444.46376054194775,326.2603499948575,,,,,439.0185958909319,246.32404754211166,,400.5183644658197,141.0289166541267,
,227,,471.3512453324132,325.7226002990483,,445.70505512477723,436.174933319121,,464.8305812897787,244.7107984546837,,,,
