track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,105,,501.0868297334217,394.2323525610084,,516.8254827186013,291.6855001989763,,496.7689648603314,471.45306119855934,,,,
,108,,489.74672566776746,394.2323525610084,,,,,488.12888557221373,473.61308102058877,,547.5976477702161,550.1247553556977,
,154,,367.09447457234035,380.9450253590037,,442.7230810151141,305.48387844721185,,322.548346593387,438.35055883065354,,,,
,166,,367.09447457234035,380.9450253590037,,,,,305.6836620677657,421.4858743050323,,291.5610736085119,493.3980892240627,
,189,,359.5264173025706,377.7866775670352,,,,,283.0997583071952,367.0546055961852,,195.53368779302855,349.2984480446755,
,191,,369.23638718095856,380.8529838444207,,459.3987429775789,334.7589940538303,,288.72131981573557,359.38883990272086,,,,
,209,,395.05623060389064,379.7605560837752,,,,,355.6397937973903,305.86437157724504,,307.5512936180238,209.15307335613517,
,217,,419.2362424339557,373.3454509043702,,452.68567579885934,478.9528544705322,,381.79368414419537,303.89049306050504,,,,
,233,,489.30892977822595,370.87810275844515,,,,,470.6182173974955,293.52763084762,,442.26850238552913,178.5579563466651,
,246,,541.6167104718361,369.8911635000752,,537.0689823894945,478.9528544705322,,533.2888603039908,290.56681307251006,,,,
