track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,109,,412.3963068211334,438.8059228882747,,,,,393.57015318157914,512.7596793393034,,408.3748513097013,576.488798320657,
,122,,393.13111943442846,437.20049060604924,,370.0029757130487,327.55474885036995,,386.0781358645273,509.54881477485253,,,,
,148,,376.7508288291289,428.10032915866066,,,,,347.8574577854951,494.9885564590307,,324.04668856390003,560.7151851451833,
,160,,373.1107642501734,419.6068451410979,,351.80265281827144,317.8479099731554,,352.1041997942764,488.9217821607716,,,,
,173,,387.67102256599526,418.393490281446,,,,,348.464135215321,479.2149432835571,,265.8056553006129,473.9603126800785,
,183,,391.9177645747766,412.93339341301294,,355.44271739722683,316.6345551135036,,356.3509418030579,468.90142697651663,,,,
,191,,402.837958311643,411.7200385533612,,,,,357.5642966627097,464.04800753790937,,279.15255875678287,401.7656985307955,
,209,,486.23546330776446,413.15792657053566,,,,,434.2516575786834,357.64429426699576,,360.632879730005,298.71705729995574,
,211,,491.5077193707376,414.11651858198536,,512.1725112692483,484.8674531229211,,439.5239136416567,347.5790781467741,,,,
,227,,594.3790798964349,402.41259133654677,,,,,587.9789908074833,324.78721982670936,,545.4317309737726,222.33353211919845,
,237,,663.3706510274412,395.02063728679605,,654.4676267269492,503.34733824729784,,669.2904853547411,313.0832925812707,,,,
