track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,161,,575.8087611175887,574.1767122224396,,671.438851928579,540.9259271878841,,558.3817271947066,622.067854633269,,,,
,163,,565.6047161376723,569.3432172319528,,,,,536.899527236988,609.7155896575807,,554.153361868353,674.4894834913882,
,171,,558.6230011514137,536.5828622964319,,,,,506.8244472961819,516.2680198415046,,440.2977020924443,493.5019488476086,
,181,,606.4208960573378,487.173802393679,,625.7891770184267,572.6121721255191,,582.0121471481972,438.3950449947745,,556.8386368630679,367.8310790949546,
,193,,712.7577858480452,481.8032524042493,,647.8084319750884,549.5188071709716,,729.1652168585699,426.57983501802914,,743.1967214962772,337.7559991541485,
