track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,122,,364.8464288422016,377.91810215342036,,396.9980309994146,283.83705610761376,,340.5335619463289,446.9344114213196,,,,
,127,,364.8464288422016,377.91810215342036,,,,,336.9011246164395,447.3884660875558,,297.47251421819567,508.65315145091694,
,154,,349.5755898475592,374.42762466893066,,406.59684408176116,299.54420478781736,,318.57611782286864,448.26108545867817,,,,
,164,,349.5755898475592,374.42762466893066,,,,,318.57611782286864,448.26108545867817,,265.18559748666604,491.2007640284684,
,174,,344.3398736208246,380.9722699523488,,334.1694362786001,285.1459851642974,,320.3213565651135,448.26108545867817,,,,
,191,,370.1706407274527,382.62104232085704,,,,,335.7098986711898,449.90985782718633,,257.49132643362793,458.77490744780783,
,199,,385.0095920440262,391.41449495290055,,341.8637073316381,309.8775706919199,,360.4414841988124,457.6041288802245,,,,
,207,,404.3809456175053,393.45358480274035,,,,,361.97080158619235,454.5454941054646,,295.214488655666,432.77651186234925,
,226,,482.5361534816461,399.24285945934344,,,,,414.07427349561954,352.7507480601947,,331.87989481415184,306.8597880812333,
,241,,549.5194966158961,390.47123119176314,,,,,533.2886758595524,310.08873784969035,,490.56662438219627,205.58735262826025,
,243,,559.4872560108737,384.49057555477657,,568.9212921417134,495.58490242786985,,551.6293531463112,303.7093718369046,,,,
,259,,684.6102263939291,381.0256317595535,,665.1697308979099,492.1199586326468,,692.537067485383,298.70445302158237,,679.983551854391,191.727577447368,
