track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,72,,344.38602973332144,399.5293786807992,,,,,329.0975510098797,471.3681491400276,,311.1533179210617,520.5281968612169,
,77,,340.47643678315933,399.52937868079914,,323.1219431649573,301.428022738143,,327.631453653569,472.34554737756804,,,,
,99,,340.47643678315933,399.52937868079914,,,,,310.03828537783954,464.5263614772438,,255.9303175000221,484.85316119098775,
,110,,334.61204735791625,397.0858830869478,,317.74625285848435,300.45062450060243,,319.32356863447455,465.9924588335546,,,,
,127,,361.4904988902806,395.61978573063703,,,,,331.0523474849608,465.50375971478434,,264.23820251911656,481.432267359596,
,140,,373.7079768595372,395.13108661186675,,343.6473061533082,298.4958280255214,,350.11161311700107,462.57156500216274,,,,
,150,,395.2107380854287,398.0632813244883,,,,,362.3290910862577,464.03766235847354,,281.3426716760757,447.712028164448,
,173,,467.510883194793,375.62530525606496,,537.1125220321587,439.60576641138414,,393.74225758205046,345.3657000410343,,310.26272971982144,328.04282246618993,
,187,,510.40538087821585,363.3090633469634,,,,,485.47702490501405,285.058584486123,,434.2745448045687,198.9346314190559,
,190,,526.5439047591076,357.78798938771104,,547.3052739569324,465.93704221704957,,508.41071673575493,279.53751052687056,,,,
,203,,629.2039968744036,344.6570473729639,,,,,621.4163995293366,265.61075384456296,,585.0814243072709,163.9187860463968,
,204,,636.3663288824475,343.8612327054035,,618.5306867035913,449.2249341982805,,632.955712208963,264.0191245094421,,,,
