track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,91,,586.1921229602941,377.885802676332,,627.9835688455349,277.34539239464385,,579.1153022006156,456.38964231000557,,,,
,128,,460.02732880994046,370.03118514167954,,522.4371457236438,296.00010903944326,,431.3503098299679,448.5350247753531,,,,
,134,,447.35664171330535,369.092615727114,,,,,405.53965092941496,442.43432358067696,,365.98749582130927,538.866042915111,
,173,,378.8069825622907,351.10440729741515,,,,,331.1559782336333,400.1377253811148,,253.1965672891435,400.3082212268903,
,175,,378.8069825622907,351.10440729741515,,379.0176460814503,245.43865831812755,,331.1559782336333,400.1377253811148,,,,
,195,,431.22320933543966,363.43763712639134,,,,,363.53070653469587,330.24942301691624,,290.7101413522795,275.434269208506,
,207,,452.2924769599407,344.42390780671974,,537.2940955533119,422.7288371096608,,401.04428059783186,295.30527183481695,,,,
,215,,469.250667974783,348.5349844163785,,,,,439.0717392371752,277.8331962437673,,384.2371342220159,199.37935192981925,
,239,,565.8609683017635,356.75713763569604,,566.071631820923,463.8396032062481,,556.7513071886567,276.29154251514524,,523.4998543742057,165.97685447634197,
,260,,677.3739213387568,363.43763712639145,,,,,673.9169905639309,282.45815742963333,,662.7625745263956,169.5740465097934,
